transaction_id,account_id,transaction_date,transaction_type,amount,currency,merchant_category,description,channel,status,reference_number
1371,376,2022-11-09,EMI Deduction,759.0,INR,Loan EMI,EMI Deduction - Loan EMI,UPI,Completed,TXN00001371347
1372,33,2021-12-14,NEFT,9157.99,INR,Education,NEFT - Education,Internet Banking,Completed,TXN00001372761
1373,112,2022-09-04,ATM Withdrawal,326.2,INR,Entertainment,ATM Withdrawal - Entertainment,Internet Banking,Reversed,TXN00001373628
1374,477,2021-10-12,NEFT,452.46,INR,Shopping,NEFT - Shopping,Internet Banking,Pending,TXN00001374722
1375,20,2020-11-12,RTGS,3464.88,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00001375546
1376,48,2020-08-06,UPI,927.64,INR,Insurance,UPI - Insurance,Internet Banking,Completed,TXN00001376581
1377,424,2024-08-30,NEFT,18659.5,INR,Entertainment,NEFT - Entertainment,NEFT,Completed,TXN00001377990
1378,22,2024-01-13,UPI,118853.67,INR,Transfer,UPI - Transfer,POS Terminal,Completed,TXN00001378168
1379,302,2021-12-13,NEFT,4598.68,INR,Utilities,NEFT - Utilities,Branch,Completed,TXN00001379707
1380,395,2024-04-07,IMPS,322543.65,INR,Travel,IMPS - Travel,POS Terminal,Completed,TXN00001380168
1381,349,2021-11-07,IMPS,11207.31,INR,Transfer,IMPS - Transfer,Mobile App,Completed,TXN00001381895
1382,104,2020-01-14,Transfer,800633.68,INR,ATM,Transfer - ATM,NEFT,Completed,TXN00001382673
1383,416,2023-08-18,Bill Payment,16310.67,INR,Shopping,Bill Payment - Shopping,POS Terminal,Completed,TXN00001383630
1384,190,2021-09-06,NEFT,967.63,INR,Dining,NEFT - Dining,RTGS,Completed,TXN00001384839
1385,432,2020-01-17,RTGS,416992.39,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00001385864
1386,487,2024-03-27,Debit,366753.17,INR,Dining,Debit - Dining,NEFT,Completed,TXN00001386898
1387,309,2020-05-05,Credit,33408.69,INR,Entertainment,Credit - Entertainment,ATM,Completed,TXN00001387791
1388,149,2022-09-28,Bill Payment,828457.01,INR,Investment,Bill Payment - Investment,RTGS,Completed,TXN00001388733
1389,428,2025-03-15,NEFT,135406.31,INR,Investment,NEFT - Investment,NEFT,Completed,TXN00001389508
1390,207,2024-04-25,RTGS,15573.53,INR,Education,RTGS - Education,Branch,Completed,TXN00001390372
1391,9,2020-02-05,EMI Deduction,4875.28,INR,FD Interest,EMI Deduction - FD Interest,NEFT,Completed,TXN00001391473
1392,101,2024-05-17,RTGS,208.09,INR,Salary Credit,RTGS - Salary Credit,UPI,Completed,TXN00001392738
1393,361,2020-01-28,RTGS,367.87,INR,Groceries,RTGS - Groceries,POS Terminal,Completed,TXN00001393755
1394,301,2020-08-22,Debit,257013.08,INR,Investment,Debit - Investment,ATM,Completed,TXN00001394131
1395,259,2020-03-07,Transfer,540150.44,INR,Education,Transfer - Education,POS Terminal,Completed,TXN00001395984
1396,285,2025-02-24,Bill Payment,325.14,INR,Healthcare,Bill Payment - Healthcare,ATM,Completed,TXN00001396684
1397,207,2022-08-24,EMI Deduction,1124144.72,INR,Dining,EMI Deduction - Dining,NEFT,Failed,TXN00001397795
1398,426,2021-05-06,Transfer,3198.77,INR,Groceries,Transfer - Groceries,NEFT,Completed,TXN00001398249
1399,399,2022-11-27,Transfer,8993.41,INR,Shopping,Transfer - Shopping,RTGS,Completed,TXN00001399397
1400,2,2020-03-21,Credit,880.89,INR,FD Interest,Credit - FD Interest,Internet Banking,Completed,TXN00001400864
1401,194,2024-06-05,Credit,1578.08,INR,Utilities,Credit - Utilities,RTGS,Failed,TXN00001401510
1402,489,2023-08-27,Bill Payment,151960.19,INR,FD Interest,Bill Payment - FD Interest,NEFT,Completed,TXN00001402322
1403,196,2023-05-10,Bill Payment,22.72,INR,ATM,Bill Payment - ATM,Branch,Completed,TXN00001403554
1404,267,2020-08-21,Credit,21485.74,INR,ATM,Credit - ATM,POS Terminal,Completed,TXN00001404385
1405,34,2021-11-17,IMPS,19143.2,INR,Investment,IMPS - Investment,Mobile App,Reversed,TXN00001405823
1406,113,2023-07-21,RTGS,430.03,INR,Education,RTGS - Education,Internet Banking,Completed,TXN00001406240
1407,346,2023-07-24,NEFT,943702.14,INR,Insurance,NEFT - Insurance,UPI,Completed,TXN00001407967
1408,2,2024-11-20,UPI,719.91,INR,Investment,UPI - Investment,POS Terminal,Completed,TXN00001408317
1409,346,2024-05-15,Bill Payment,187726.07,INR,Groceries,Bill Payment - Groceries,ATM,Completed,TXN00001409698
1410,64,2024-03-09,ATM Withdrawal,108014.42,INR,Travel,ATM Withdrawal - Travel,Mobile App,Completed,TXN00001410206
1411,208,2024-07-21,RTGS,21801.71,INR,Education,RTGS - Education,Branch,Completed,TXN00001411341
1412,222,2023-01-20,IMPS,9580.48,INR,Investment,IMPS - Investment,RTGS,Reversed,TXN00001412276
1413,304,2020-11-21,Transfer,11652.03,INR,Education,Transfer - Education,RTGS,Completed,TXN00001413187
1414,487,2022-03-20,UPI,195.2,INR,Travel,UPI - Travel,RTGS,Completed,TXN00001414697
1415,124,2024-07-13,UPI,819607.55,INR,Salary Credit,UPI - Salary Credit,ATM,Completed,TXN00001415717
1416,429,2022-10-12,NEFT,34.66,INR,Shopping,NEFT - Shopping,POS Terminal,Completed,TXN00001416174
1417,471,2023-12-26,ATM Withdrawal,703791.06,INR,Dining,ATM Withdrawal - Dining,Branch,Completed,TXN00001417942
1418,72,2023-04-23,UPI,402.12,INR,Transfer,UPI - Transfer,UPI,Completed,TXN00001418140
1419,29,2024-11-22,UPI,18240.87,INR,ATM,UPI - ATM,RTGS,Completed,TXN00001419603
1420,179,2023-08-02,RTGS,629.57,INR,Groceries,RTGS - Groceries,Internet Banking,Completed,TXN00001420998
1421,77,2021-11-27,Credit,10393.81,INR,Dining,Credit - Dining,Mobile App,Completed,TXN00001421758
1422,308,2021-12-06,Transfer,170.27,INR,Travel,Transfer - Travel,Mobile App,Completed,TXN00001422142
1423,7,2024-05-21,RTGS,1221145.27,INR,Loan EMI,RTGS - Loan EMI,NEFT,Completed,TXN00001423818
1424,413,2023-03-21,RTGS,246.59,INR,Utilities,RTGS - Utilities,POS Terminal,Completed,TXN00001424900
1425,354,2020-07-07,ATM Withdrawal,1371678.89,INR,Shopping,ATM Withdrawal - Shopping,UPI,Completed,TXN00001425489
1426,278,2025-01-23,RTGS,69301.35,INR,ATM,RTGS - ATM,POS Terminal,Completed,TXN00001426387
1427,195,2023-09-04,NEFT,13874.48,INR,Investment,NEFT - Investment,UPI,Completed,TXN00001427905
1428,152,2023-02-24,Bill Payment,9475.82,INR,Loan EMI,Bill Payment - Loan EMI,NEFT,Completed,TXN00001428321
1429,223,2022-03-13,ATM Withdrawal,1254825.26,INR,Insurance,ATM Withdrawal - Insurance,POS Terminal,Completed,TXN00001429104
1430,474,2022-11-06,EMI Deduction,19554.58,INR,Shopping,EMI Deduction - Shopping,UPI,Completed,TXN00001430992
1431,500,2024-02-01,NEFT,30542.88,INR,Salary Credit,NEFT - Salary Credit,POS Terminal,Completed,TXN00001431469
1432,370,2020-03-06,EMI Deduction,536.16,INR,Travel,EMI Deduction - Travel,RTGS,Completed,TXN00001432276
1433,470,2024-04-01,EMI Deduction,495459.48,INR,ATM,EMI Deduction - ATM,ATM,Completed,TXN00001433704
1434,162,2021-07-06,UPI,631.97,INR,Loan EMI,UPI - Loan EMI,NEFT,Completed,TXN00001434672
1435,180,2020-08-13,UPI,136303.87,INR,Groceries,UPI - Groceries,Mobile App,Completed,TXN00001435675
1436,49,2021-09-30,Bill Payment,2553.46,INR,Utilities,Bill Payment - Utilities,Branch,Completed,TXN00001436735
1437,440,2024-08-31,UPI,18316.5,INR,Healthcare,UPI - Healthcare,POS Terminal,Completed,TXN00001437381
1438,445,2020-12-07,NEFT,916768.86,INR,Utilities,NEFT - Utilities,ATM,Completed,TXN00001438452
1439,57,2023-11-18,Credit,58676.61,INR,Insurance,Credit - Insurance,POS Terminal,Completed,TXN00001439182
1440,133,2023-07-18,NEFT,134516.06,INR,Groceries,NEFT - Groceries,Internet Banking,Completed,TXN00001440781
1441,462,2025-03-05,ATM Withdrawal,829.68,INR,Utilities,ATM Withdrawal - Utilities,NEFT,Completed,TXN00001441290
1442,279,2024-09-26,Debit,6938.57,INR,Education,Debit - Education,Internet Banking,Completed,TXN00001442950
1443,244,2022-02-06,NEFT,723.97,INR,FD Interest,NEFT - FD Interest,ATM,Completed,TXN00001443129
1444,264,2021-06-11,IMPS,515.54,INR,Dining,IMPS - Dining,NEFT,Completed,TXN00001444185
1445,309,2024-08-31,NEFT,29.96,INR,Healthcare,NEFT - Healthcare,NEFT,Completed,TXN00001445160
1446,160,2021-11-18,Credit,15772.47,INR,FD Interest,Credit - FD Interest,NEFT,Completed,TXN00001446792
1447,412,2020-07-23,Transfer,222.94,INR,ATM,Transfer - ATM,UPI,Completed,TXN00001447970
1448,480,2020-07-04,ATM Withdrawal,131365.57,INR,Loan EMI,ATM Withdrawal - Loan EMI,POS Terminal,Completed,TXN00001448795
1449,75,2023-02-06,Transfer,69686.29,INR,ATM,Transfer - ATM,RTGS,Completed,TXN00001449289
1450,311,2023-06-02,Debit,29249.48,INR,Dining,Debit - Dining,Branch,Failed,TXN00001450633
1451,436,2023-12-19,Bill Payment,305.86,INR,Loan EMI,Bill Payment - Loan EMI,Mobile App,Completed,TXN00001451976
1452,81,2023-09-22,EMI Deduction,17276.21,INR,Entertainment,EMI Deduction - Entertainment,Internet Banking,Reversed,TXN00001452578
1453,310,2020-09-16,NEFT,9153.23,INR,Investment,NEFT - Investment,Internet Banking,Completed,TXN00001453244
1454,351,2023-06-12,Debit,13081.57,INR,FD Interest,Debit - FD Interest,Internet Banking,Completed,TXN00001454352
1455,204,2023-03-07,Debit,328.72,INR,ATM,Debit - ATM,Mobile App,Completed,TXN00001455678
1456,264,2023-10-29,RTGS,10.97,INR,Entertainment,RTGS - Entertainment,POS Terminal,Failed,TXN00001456157
1457,131,2021-07-15,UPI,1208947.85,INR,Groceries,UPI - Groceries,Branch,Completed,TXN00001457668
1458,314,2020-03-11,Bill Payment,179086.23,INR,FD Interest,Bill Payment - FD Interest,NEFT,Completed,TXN00001458506
1459,25,2021-05-01,Credit,555085.26,INR,Shopping,Credit - Shopping,POS Terminal,Completed,TXN00001459170
1460,275,2023-12-27,Transfer,14000.34,INR,Healthcare,Transfer - Healthcare,ATM,Completed,TXN00001460173
1461,25,2024-11-19,UPI,7739.33,INR,Dining,UPI - Dining,ATM,Completed,TXN00001461340
1462,275,2023-09-08,IMPS,6664.87,INR,Travel,IMPS - Travel,Internet Banking,Failed,TXN00001462788
1463,199,2022-12-07,Debit,781.16,INR,FD Interest,Debit - FD Interest,RTGS,Pending,TXN00001463855
1464,195,2023-05-14,Credit,831919.53,INR,Entertainment,Credit - Entertainment,ATM,Completed,TXN00001464123
1465,182,2020-09-22,Debit,701.06,INR,Shopping,Debit - Shopping,RTGS,Completed,TXN00001465347
1466,138,2023-02-22,UPI,142475.4,INR,Transfer,UPI - Transfer,Internet Banking,Completed,TXN00001466569
1467,4,2022-12-19,UPI,127224.06,INR,Dining,UPI - Dining,UPI,Completed,TXN00001467472
1468,216,2023-05-25,RTGS,9258.47,INR,Travel,RTGS - Travel,RTGS,Completed,TXN00001468180
1469,121,2022-06-18,RTGS,851333.57,INR,FD Interest,RTGS - FD Interest,ATM,Completed,TXN00001469346
1470,300,2021-12-26,NEFT,1400766.59,INR,Dining,NEFT - Dining,Branch,Reversed,TXN00001470481
1471,187,2022-10-09,Bill Payment,174111.84,INR,Entertainment,Bill Payment - Entertainment,Mobile App,Completed,TXN00001471243
1472,112,2023-11-08,ATM Withdrawal,708277.0,INR,Loan EMI,ATM Withdrawal - Loan EMI,ATM,Completed,TXN00001472309
1473,373,2021-03-23,Credit,950.96,INR,Shopping,Credit - Shopping,UPI,Completed,TXN00001473787
1474,53,2022-02-06,Transfer,891423.54,INR,Shopping,Transfer - Shopping,Branch,Failed,TXN00001474525
1475,135,2022-09-08,Credit,934989.56,INR,Transfer,Credit - Transfer,Mobile App,Completed,TXN00001475664
1476,287,2024-05-15,Bill Payment,13990.27,INR,Groceries,Bill Payment - Groceries,NEFT,Completed,TXN00001476806
1477,432,2020-06-10,UPI,974.8,INR,Salary Credit,UPI - Salary Credit,ATM,Completed,TXN00001477159
1478,197,2021-11-06,EMI Deduction,2048.3,INR,Healthcare,EMI Deduction - Healthcare,Internet Banking,Completed,TXN00001478562
1479,88,2020-09-19,IMPS,287.68,INR,Travel,IMPS - Travel,RTGS,Completed,TXN00001479891
1480,485,2022-03-31,Credit,103434.48,INR,Transfer,Credit - Transfer,RTGS,Failed,TXN00001480695
1481,315,2022-07-08,EMI Deduction,66.25,INR,Salary Credit,EMI Deduction - Salary Credit,Internet Banking,Completed,TXN00001481974
1482,210,2024-06-07,UPI,362.03,INR,Education,UPI - Education,Mobile App,Completed,TXN00001482604
1483,109,2023-07-18,UPI,3273.01,INR,Education,UPI - Education,RTGS,Pending,TXN00001483475
1484,427,2021-12-22,RTGS,97522.69,INR,Transfer,RTGS - Transfer,NEFT,Completed,TXN00001484674
1485,260,2020-05-25,Debit,839.95,INR,Salary Credit,Debit - Salary Credit,NEFT,Completed,TXN00001485270
1486,358,2020-04-06,Debit,753823.72,INR,ATM,Debit - ATM,POS Terminal,Completed,TXN00001486799
1487,357,2020-12-17,Debit,24607.09,INR,Education,Debit - Education,Internet Banking,Completed,TXN00001487981
1488,270,2021-11-05,ATM Withdrawal,46.23,INR,Salary Credit,ATM Withdrawal - Salary Credit,Branch,Completed,TXN00001488267
1489,308,2022-01-01,ATM Withdrawal,8989.47,INR,Utilities,ATM Withdrawal - Utilities,Internet Banking,Completed,TXN00001489971
1490,143,2024-02-09,Bill Payment,81377.09,INR,Salary Credit,Bill Payment - Salary Credit,Internet Banking,Completed,TXN00001490378
1491,36,2024-09-03,EMI Deduction,179101.43,INR,FD Interest,EMI Deduction - FD Interest,RTGS,Failed,TXN00001491283
1492,464,2025-03-29,Debit,705.48,INR,Transfer,Debit - Transfer,NEFT,Completed,TXN00001492712
1493,134,2022-01-03,ATM Withdrawal,825.74,INR,Dining,ATM Withdrawal - Dining,POS Terminal,Completed,TXN00001493894
1494,27,2023-05-20,Bill Payment,129617.17,INR,Groceries,Bill Payment - Groceries,Mobile App,Completed,TXN00001494538
1495,357,2023-09-16,ATM Withdrawal,882.23,INR,Utilities,ATM Withdrawal - Utilities,ATM,Completed,TXN00001495571
1496,248,2023-07-26,Bill Payment,653.69,INR,Utilities,Bill Payment - Utilities,Internet Banking,Failed,TXN00001496320
1497,494,2023-06-27,RTGS,376911.07,INR,Healthcare,RTGS - Healthcare,Branch,Completed,TXN00001497111
1498,362,2025-02-26,Transfer,54878.63,INR,Shopping,Transfer - Shopping,Internet Banking,Completed,TXN00001498637
1499,451,2024-06-09,Bill Payment,10882.66,INR,ATM,Bill Payment - ATM,NEFT,Completed,TXN00001499114
1500,49,2024-12-30,IMPS,71979.44,INR,Dining,IMPS - Dining,ATM,Completed,TXN00001500784
1501,16,2020-11-18,ATM Withdrawal,981199.87,INR,Healthcare,ATM Withdrawal - Healthcare,NEFT,Completed,TXN00001501193
1502,61,2023-09-30,IMPS,97892.06,INR,Education,IMPS - Education,Internet Banking,Completed,TXN00001502459
1503,99,2023-06-25,IMPS,22533.22,INR,Salary Credit,IMPS - Salary Credit,UPI,Completed,TXN00001503195
1504,351,2023-07-21,EMI Deduction,512.98,INR,Groceries,EMI Deduction - Groceries,Mobile App,Completed,TXN00001504425
1505,197,2021-10-16,EMI Deduction,14869.19,INR,Shopping,EMI Deduction - Shopping,Branch,Completed,TXN00001505828
1506,196,2022-06-05,EMI Deduction,55321.91,INR,Loan EMI,EMI Deduction - Loan EMI,Branch,Completed,TXN00001506492
1507,48,2023-03-10,ATM Withdrawal,835.58,INR,Dining,ATM Withdrawal - Dining,Branch,Completed,TXN00001507412
1508,65,2021-07-28,Transfer,56092.89,INR,Shopping,Transfer - Shopping,NEFT,Completed,TXN00001508925
1509,154,2023-10-13,IMPS,607.86,INR,Insurance,IMPS - Insurance,NEFT,Completed,TXN00001509726
1510,131,2024-02-07,Credit,20400.14,INR,Insurance,Credit - Insurance,ATM,Completed,TXN00001510735
1511,484,2020-09-30,IMPS,349.75,INR,Utilities,IMPS - Utilities,POS Terminal,Completed,TXN00001511877
1512,437,2023-02-19,IMPS,1481154.57,INR,ATM,IMPS - ATM,Mobile App,Completed,TXN00001512537
1513,414,2025-01-26,EMI Deduction,981221.63,INR,Transfer,EMI Deduction - Transfer,NEFT,Completed,TXN00001513364
1514,235,2020-09-12,IMPS,128585.04,INR,Insurance,IMPS - Insurance,ATM,Completed,TXN00001514566
1515,109,2025-03-28,ATM Withdrawal,690478.71,INR,Shopping,ATM Withdrawal - Shopping,NEFT,Completed,TXN00001515651
1516,313,2023-04-01,ATM Withdrawal,26.22,INR,Entertainment,ATM Withdrawal - Entertainment,NEFT,Completed,TXN00001516187
1517,434,2021-06-18,EMI Deduction,193589.48,INR,Entertainment,EMI Deduction - Entertainment,RTGS,Completed,TXN00001517501
1518,246,2024-08-25,UPI,299545.66,INR,Education,UPI - Education,Mobile App,Completed,TXN00001518493
1519,252,2023-09-18,ATM Withdrawal,18356.18,INR,Shopping,ATM Withdrawal - Shopping,POS Terminal,Completed,TXN00001519755
1520,223,2023-03-24,IMPS,28.44,INR,Utilities,IMPS - Utilities,POS Terminal,Completed,TXN00001520518
1521,439,2023-12-19,EMI Deduction,79401.36,INR,ATM,EMI Deduction - ATM,ATM,Completed,TXN00001521545
1522,37,2022-08-23,IMPS,175.97,INR,Salary Credit,IMPS - Salary Credit,ATM,Completed,TXN00001522982
1523,350,2024-10-25,Bill Payment,1167938.63,INR,Insurance,Bill Payment - Insurance,UPI,Completed,TXN00001523908
1524,37,2023-07-12,NEFT,517841.95,INR,ATM,NEFT - ATM,Mobile App,Completed,TXN00001524300
1525,166,2022-11-14,UPI,21156.72,INR,Healthcare,UPI - Healthcare,RTGS,Completed,TXN00001525486
1526,308,2021-11-13,Debit,157840.34,INR,ATM,Debit - ATM,ATM,Reversed,TXN00001526825
1527,251,2022-07-30,UPI,703478.63,INR,Insurance,UPI - Insurance,ATM,Completed,TXN00001527298
1528,383,2022-05-15,Bill Payment,535614.47,INR,Shopping,Bill Payment - Shopping,Branch,Completed,TXN00001528650
1529,37,2023-10-12,Transfer,229.9,INR,Healthcare,Transfer - Healthcare,RTGS,Failed,TXN00001529958
1530,64,2024-12-19,RTGS,756409.93,INR,Shopping,RTGS - Shopping,ATM,Completed,TXN00001530501
1531,228,2023-01-07,UPI,1389279.15,INR,FD Interest,UPI - FD Interest,RTGS,Completed,TXN00001531607
1532,495,2024-05-02,UPI,66899.49,INR,Salary Credit,UPI - Salary Credit,ATM,Completed,TXN00001532968
1533,98,2022-07-02,RTGS,20819.03,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00001533529
1534,286,2022-08-31,ATM Withdrawal,824024.01,INR,Groceries,ATM Withdrawal - Groceries,POS Terminal,Completed,TXN00001534711
1535,228,2021-12-19,Bill Payment,8609.84,INR,Shopping,Bill Payment - Shopping,Mobile App,Completed,TXN00001535159
1536,404,2020-03-07,Credit,164353.24,INR,Salary Credit,Credit - Salary Credit,ATM,Completed,TXN00001536397
1537,370,2021-06-23,UPI,83367.8,INR,Healthcare,UPI - Healthcare,Branch,Completed,TXN00001537284
1538,468,2021-02-14,Transfer,435.11,INR,Education,Transfer - Education,Mobile App,Completed,TXN00001538129
1539,438,2023-03-14,Debit,78841.05,INR,Dining,Debit - Dining,NEFT,Completed,TXN00001539714
1540,353,2024-04-16,EMI Deduction,571.45,INR,Insurance,EMI Deduction - Insurance,Internet Banking,Completed,TXN00001540425
1541,258,2021-03-16,RTGS,1149216.11,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00001541195
1542,262,2023-08-09,NEFT,1153000.95,INR,Insurance,NEFT - Insurance,NEFT,Completed,TXN00001542979
1543,401,2024-09-03,NEFT,17995.37,INR,Insurance,NEFT - Insurance,POS Terminal,Completed,TXN00001543714
1544,301,2022-02-06,Credit,2627.12,INR,Insurance,Credit - Insurance,Mobile App,Completed,TXN00001544688
1545,361,2021-01-15,RTGS,21527.91,INR,Education,RTGS - Education,NEFT,Completed,TXN00001545259
1546,35,2021-06-02,Credit,118087.94,INR,Utilities,Credit - Utilities,RTGS,Completed,TXN00001546988
1547,125,2021-03-12,IMPS,7079.68,INR,Salary Credit,IMPS - Salary Credit,UPI,Completed,TXN00001547985
1548,155,2024-08-21,Transfer,15536.38,INR,Groceries,Transfer - Groceries,Branch,Completed,TXN00001548592
1549,331,2021-04-07,UPI,1317221.97,INR,Dining,UPI - Dining,UPI,Reversed,TXN00001549985
1550,255,2022-09-08,ATM Withdrawal,24264.02,INR,Dining,ATM Withdrawal - Dining,Mobile App,Completed,TXN00001550626
1551,192,2021-02-04,ATM Withdrawal,80698.63,INR,Investment,ATM Withdrawal - Investment,Branch,Pending,TXN00001551639
1552,398,2023-01-06,UPI,175.94,INR,Loan EMI,UPI - Loan EMI,UPI,Completed,TXN00001552793
1553,407,2020-06-04,Transfer,978.43,INR,Insurance,Transfer - Insurance,NEFT,Completed,TXN00001553876
1554,318,2020-12-30,Bill Payment,213.27,INR,Insurance,Bill Payment - Insurance,Mobile App,Completed,TXN00001554300
1555,492,2022-12-27,Debit,10243.92,INR,Transfer,Debit - Transfer,UPI,Reversed,TXN00001555205
1556,353,2023-05-30,UPI,468.21,INR,Salary Credit,UPI - Salary Credit,ATM,Completed,TXN00001556421
1557,80,2022-08-25,Bill Payment,3091.66,INR,Shopping,Bill Payment - Shopping,Internet Banking,Completed,TXN00001557756
1558,183,2022-01-12,Bill Payment,64104.75,INR,Transfer,Bill Payment - Transfer,UPI,Completed,TXN00001558551
1559,273,2020-06-29,Debit,154569.62,INR,Investment,Debit - Investment,POS Terminal,Completed,TXN00001559516
1560,380,2024-09-15,NEFT,8329.94,INR,Healthcare,NEFT - Healthcare,Internet Banking,Completed,TXN00001560728
1561,440,2025-01-27,EMI Deduction,347.49,INR,Shopping,EMI Deduction - Shopping,Mobile App,Completed,TXN00001561207
1562,470,2023-11-23,NEFT,15780.01,INR,Loan EMI,NEFT - Loan EMI,ATM,Completed,TXN00001562237
1563,410,2024-02-24,Debit,539.66,INR,Education,Debit - Education,RTGS,Completed,TXN00001563753
1564,206,2020-12-15,NEFT,19697.54,INR,Transfer,NEFT - Transfer,UPI,Completed,TXN00001564918
1565,478,2023-12-21,Debit,65318.82,INR,FD Interest,Debit - FD Interest,RTGS,Completed,TXN00001565235
1566,283,2023-07-08,RTGS,1448212.04,INR,Groceries,RTGS - Groceries,UPI,Completed,TXN00001566730
1567,253,2024-02-14,Transfer,189372.29,INR,Shopping,Transfer - Shopping,Internet Banking,Completed,TXN00001567290
1568,462,2024-01-08,Credit,13280.76,INR,Utilities,Credit - Utilities,NEFT,Completed,TXN00001568489
1569,23,2021-08-12,IMPS,56837.37,INR,Groceries,IMPS - Groceries,UPI,Failed,TXN00001569369
1570,231,2024-07-05,NEFT,32290.12,INR,FD Interest,NEFT - FD Interest,Internet Banking,Completed,TXN00001570846
1571,300,2022-10-31,UPI,321898.86,INR,Education,UPI - Education,POS Terminal,Completed,TXN00001571462
1572,221,2024-07-07,Transfer,863585.53,INR,Healthcare,Transfer - Healthcare,POS Terminal,Completed,TXN00001572728
1573,320,2024-08-25,Bill Payment,16815.39,INR,Dining,Bill Payment - Dining,Mobile App,Failed,TXN00001573200
1574,410,2024-01-28,Bill Payment,965858.22,INR,Insurance,Bill Payment - Insurance,Internet Banking,Completed,TXN00001574730
1575,8,2021-03-14,IMPS,151179.7,INR,Groceries,IMPS - Groceries,Branch,Completed,TXN00001575835
1576,292,2021-08-16,ATM Withdrawal,592.64,INR,Dining,ATM Withdrawal - Dining,POS Terminal,Completed,TXN00001576551
1577,66,2023-02-22,Bill Payment,364.46,INR,Salary Credit,Bill Payment - Salary Credit,POS Terminal,Completed,TXN00001577229
1578,337,2024-02-04,NEFT,1186880.95,INR,Entertainment,NEFT - Entertainment,NEFT,Completed,TXN00001578439
1579,195,2023-11-11,Transfer,9821.07,INR,Salary Credit,Transfer - Salary Credit,ATM,Completed,TXN00001579268
1580,368,2023-01-03,Credit,765.54,INR,ATM,Credit - ATM,NEFT,Failed,TXN00001580626
1581,176,2022-05-24,IMPS,1378642.29,INR,FD Interest,IMPS - FD Interest,Mobile App,Completed,TXN00001581508
1582,143,2021-10-25,IMPS,623089.92,INR,Healthcare,IMPS - Healthcare,POS Terminal,Completed,TXN00001582336
1583,183,2023-07-26,Bill Payment,85306.92,INR,Dining,Bill Payment - Dining,ATM,Reversed,TXN00001583816
1584,319,2022-09-27,ATM Withdrawal,40222.39,INR,Insurance,ATM Withdrawal - Insurance,NEFT,Completed,TXN00001584260
1585,220,2022-06-27,UPI,1002224.8,INR,ATM,UPI - ATM,NEFT,Completed,TXN00001585329
1586,138,2023-06-09,NEFT,87682.97,INR,Utilities,NEFT - Utilities,Internet Banking,Completed,TXN00001586551
1587,272,2023-05-11,NEFT,1190.46,INR,Healthcare,NEFT - Healthcare,POS Terminal,Completed,TXN00001587937
1588,95,2020-05-04,Debit,1157330.59,INR,Education,Debit - Education,ATM,Completed,TXN00001588387
1589,75,2020-09-15,IMPS,20004.34,INR,Shopping,IMPS - Shopping,RTGS,Completed,TXN00001589666
1590,25,2023-03-08,IMPS,261.25,INR,ATM,IMPS - ATM,UPI,Completed,TXN00001590308
1591,101,2025-02-06,ATM Withdrawal,21123.29,INR,Insurance,ATM Withdrawal - Insurance,POS Terminal,Completed,TXN00001591639
1592,205,2022-03-30,RTGS,72698.71,INR,Dining,RTGS - Dining,Branch,Completed,TXN00001592502
1593,21,2023-06-13,NEFT,23352.55,INR,Entertainment,NEFT - Entertainment,RTGS,Completed,TXN00001593744
1594,171,2024-03-14,Bill Payment,925.0,INR,Education,Bill Payment - Education,ATM,Completed,TXN00001594940
1595,179,2022-04-17,RTGS,629.65,INR,FD Interest,RTGS - FD Interest,ATM,Pending,TXN00001595465
1596,497,2021-10-19,Bill Payment,111996.8,INR,Insurance,Bill Payment - Insurance,ATM,Completed,TXN00001596262
1597,198,2021-01-08,NEFT,94590.97,INR,Shopping,NEFT - Shopping,UPI,Completed,TXN00001597102
1598,229,2023-02-23,EMI Deduction,833.04,INR,ATM,EMI Deduction - ATM,Internet Banking,Completed,TXN00001598483
1599,190,2020-05-20,Transfer,7655.81,INR,Salary Credit,Transfer - Salary Credit,POS Terminal,Completed,TXN00001599202
1600,220,2025-02-22,ATM Withdrawal,142768.0,INR,Salary Credit,ATM Withdrawal - Salary Credit,RTGS,Completed,TXN00001600555
1601,223,2021-12-18,NEFT,109246.06,INR,ATM,NEFT - ATM,UPI,Completed,TXN00001601825
1602,108,2023-07-31,ATM Withdrawal,107380.89,INR,Healthcare,ATM Withdrawal - Healthcare,NEFT,Completed,TXN00001602278
1603,487,2020-10-15,Credit,269898.63,INR,Transfer,Credit - Transfer,Branch,Completed,TXN00001603215
1604,178,2021-03-07,UPI,468.71,INR,Salary Credit,UPI - Salary Credit,POS Terminal,Completed,TXN00001604573
1605,233,2024-10-24,Bill Payment,67068.35,INR,ATM,Bill Payment - ATM,RTGS,Completed,TXN00001605460
1606,483,2022-01-18,RTGS,551472.54,INR,Insurance,RTGS - Insurance,UPI,Completed,TXN00001606646
1607,169,2024-11-28,UPI,51538.36,INR,Entertainment,UPI - Entertainment,POS Terminal,Completed,TXN00001607118
