payment_id,loan_id,payment_date,amount_paid,principal_paid,interest_paid,late_fee,payment_method,status,remarks
307,17,2025-01-22,9406.37,4147.64,4258.73,1000,NEFT,Late,Late payment fee applied
308,286,2024-05-18,25418.26,10352.97,15065.29,0,UPI,Paid,Regular EMI
309,8,2023-10-18,31520.2,18221.06,12299.14,1000,NACH Auto-Debit,Paid,Late payment fee applied
310,99,2020-11-23,373410.48,114141.56,259268.92,0,Cash,Bounced,Regular EMI
311,68,2025-01-06,80524.54,41774.87,38749.67,0,UPI,Paid,Regular EMI
312,346,2023-07-15,59672.7,23214.98,36457.72,0,Cash,Late,Regular EMI
313,299,2024-12-11,122659.3,55220.7,67438.6,0,Cheque,Paid,Regular EMI
314,93,2024-10-11,1121.07,644.65,476.42,0,NACH Auto-Debit,Paid,Regular EMI
315,309,2024-12-17,206123.25,62891.05,143232.2,0,Cash,Paid,Regular EMI
316,227,2024-04-05,12427.53,6387.05,6040.48,0,NACH Auto-Debit,Paid,Regular EMI
317,305,2025-02-10,56752.36,20974.67,35777.69,0,Net Banking,Paid,Regular EMI
318,55,2024-05-25,69092.49,36576.9,32515.59,0,UPI,Paid,Regular EMI
319,112,2024-11-13,24899.23,12924.02,9975.21,2000,Cash,Paid,Late payment fee applied
320,81,2025-03-19,96503.25,39098.88,57404.37,0,UPI,Paid,Regular EMI
321,157,2024-11-30,195552.87,76681.34,118871.53,0,NEFT,Paid,Regular EMI
322,337,2023-06-25,11896.4,4637.07,6759.33,500,UPI,Paid,Late payment fee applied
323,176,2023-11-16,103190.61,55383.56,47807.05,0,Cheque,Paid,Regular EMI
324,192,2024-11-07,31035.1,9980.1,21055.0,0,Cheque,Bounced,Regular EMI
325,153,2024-01-03,15455.5,5039.2,8416.3,2000,NEFT,Paid,Late payment fee applied
326,2,2023-06-08,890.47,505.93,384.54,0,NACH Auto-Debit,Late,Regular EMI
327,81,2024-02-10,98503.25,48587.49,47915.76,2000,NACH Auto-Debit,Late,Late payment fee applied
328,129,2021-10-21,46264.98,22688.26,23576.72,0,Cash,Paid,Regular EMI
329,339,2025-01-31,181439.28,97727.51,83711.77,0,NEFT,Bounced,Regular EMI
330,242,2023-11-09,195374.8,61846.96,133027.84,500,Cheque,Paid,Late payment fee applied
331,64,2023-11-24,13209.8,6953.97,6255.83,0,NACH Auto-Debit,Paid,Regular EMI
332,215,2024-05-31,10725.14,4144.49,4580.65,2000,NEFT,Paid,Late payment fee applied
333,256,2024-04-25,25052.27,8929.59,16122.68,0,Cheque,Paid,Regular EMI
334,109,2024-09-21,26176.9,11893.95,12282.95,2000,Cheque,Paid,Late payment fee applied
335,164,2022-02-13,5138.46,1553.4,3085.06,500,NEFT,Paid,Late payment fee applied
336,262,2023-11-06,230313.5,128404.46,101909.04,0,UPI,Paid,Regular EMI
337,126,2024-03-11,29294.42,13117.93,14176.49,2000,UPI,Bounced,Late payment fee applied
338,106,2024-10-18,5222.44,2435.26,2787.18,0,NEFT,Paid,Regular EMI
339,297,2024-11-12,97752.48,46998.38,50754.1,0,NACH Auto-Debit,Paid,Regular EMI
340,290,2021-06-23,4272.34,2016.6,2255.74,0,UPI,Late,Regular EMI
341,179,2022-03-05,150503.19,75815.91,72687.28,2000,NEFT,Paid,Late payment fee applied
342,112,2024-07-24,22899.23,12779.78,10119.45,0,NACH Auto-Debit,Paid,Regular EMI
343,18,2022-01-22,12464.53,6487.19,5977.34,0,Net Banking,Paid,Regular EMI
344,312,2024-10-27,88294.6,34075.08,54219.52,0,Cash,Paid,Regular EMI
345,70,2024-08-06,557011.05,245890.72,311120.33,0,Cash,Paid,Regular EMI
346,331,2024-09-23,4032.67,2029.83,2002.84,0,NEFT,Paid,Regular EMI
347,237,2025-02-15,3707.52,1399.41,2308.11,0,Cheque,Paid,Regular EMI
348,183,2022-12-31,126797.77,40261.6,84536.17,2000,NEFT,Paid,Late payment fee applied
349,125,2020-12-02,3225.33,1548.94,1676.39,0,NACH Auto-Debit,Paid,Regular EMI
350,300,2025-02-08,377182.75,221782.15,155400.6,0,Cheque,Paid,Regular EMI
351,145,2024-08-24,7720.91,3511.51,4209.4,0,Cash,Late,Regular EMI
352,47,2025-03-02,76451.59,43506.27,32945.32,0,UPI,Paid,Regular EMI
353,269,2023-06-06,247969.25,119101.67,128867.58,0,Cheque,Paid,Regular EMI
354,341,2024-11-28,97553.24,36212.08,60841.16,500,Cheque,Paid,Late payment fee applied
355,140,2024-12-15,98864.62,34001.77,64862.85,0,Cheque,Paid,Regular EMI
356,223,2023-12-16,163644.75,94584.76,69059.99,0,Cheque,Paid,Regular EMI
357,95,2024-07-23,20628.35,11850.27,8778.08,0,Cash,Paid,Regular EMI
358,205,2024-11-27,110554.5,49548.61,60505.89,500,NEFT,Paid,Late payment fee applied
359,55,2025-03-15,69092.49,31528.31,37564.18,0,Cash,Paid,Regular EMI
360,201,2022-11-03,34234.97,12465.58,21769.39,0,Cash,Late,Regular EMI
361,273,2024-08-16,129926.44,46223.14,83703.3,0,UPI,Paid,Regular EMI
362,326,2022-08-10,23887.81,11394.93,12492.88,0,Net Banking,Paid,Regular EMI
363,215,2024-05-19,8725.14,4626.24,4098.9,0,UPI,Paid,Regular EMI
364,143,2023-04-26,2080.79,974.44,1106.35,0,NACH Auto-Debit,Paid,Regular EMI
365,207,2023-01-24,230671.93,92141.25,137530.68,1000,Cash,Paid,Late payment fee applied
366,127,2024-02-28,121769.17,53096.43,68672.74,0,Cheque,Paid,Regular EMI
367,178,2024-05-16,8418.02,3546.09,4871.93,0,Net Banking,Paid,Regular EMI
368,174,2022-06-14,4979.04,1516.38,1462.66,2000,NACH Auto-Debit,Paid,Late payment fee applied
369,257,2021-12-27,28055.62,12271.69,15783.93,0,UPI,Paid,Regular EMI
370,181,2025-01-20,5131.15,1285.79,2845.36,1000,Net Banking,Paid,Late payment fee applied
371,74,2024-05-04,183187.49,58853.16,123334.33,1000,Net Banking,Paid,Late payment fee applied
372,25,2024-01-01,3165.23,354.01,811.22,2000,Cheque,Paid,Late payment fee applied
373,318,2023-11-02,154921.7,89807.01,63114.69,2000,NACH Auto-Debit,Paid,Late payment fee applied
374,116,2022-01-21,2013.37,741.76,1271.61,0,Cheque,Paid,Regular EMI
375,246,2025-03-27,10879.02,5681.05,5197.97,0,NEFT,Paid,Regular EMI
376,316,2022-05-08,2919.41,1233.06,1686.35,0,Cheque,Paid,Regular EMI
377,67,2021-06-09,114697.24,67598.71,47098.53,0,UPI,Paid,Regular EMI
378,346,2024-06-09,60672.7,26800.02,32872.68,1000,NEFT,Paid,Late payment fee applied
379,142,2020-11-04,108593.18,40618.01,67475.17,500,NACH Auto-Debit,Late,Late payment fee applied
380,220,2024-02-01,79341.86,32108.6,47233.26,0,Cash,Paid,Regular EMI
381,69,2021-11-04,7400.07,2788.19,4111.88,500,Net Banking,Paid,Late payment fee applied
382,343,2022-06-02,60193.94,26277.03,33916.91,0,Cheque,Paid,Regular EMI
383,81,2024-03-05,96503.25,48673.08,47830.17,0,UPI,Paid,Regular EMI
384,241,2022-11-17,10276.27,4530.55,5745.72,0,Cash,Late,Regular EMI
385,133,2024-02-06,15947.36,8552.44,7394.92,0,Cheque,Paid,Regular EMI
386,311,2023-09-05,14674.01,8632.52,6041.49,0,Cheque,Paid,Regular EMI
387,114,2025-02-02,970.08,487.77,482.31,0,NACH Auto-Debit,Paid,Regular EMI
388,128,2021-10-12,5397.9,2823.23,2574.67,0,Cash,Paid,Regular EMI
389,250,2024-12-26,31567.43,10240.93,21326.5,0,NACH Auto-Debit,Paid,Regular EMI
390,40,2024-08-25,148749.37,70114.88,77634.49,1000,Cheque,Paid,Late payment fee applied
391,129,2023-04-10,46264.98,21437.12,24827.86,0,Cheque,Paid,Regular EMI
392,174,2023-02-26,2979.04,1265.18,1713.86,0,Cash,Paid,Regular EMI
393,157,2025-01-26,197552.87,114782.77,80770.1,2000,Cash,Paid,Late payment fee applied
394,171,2020-10-25,5156.85,1552.02,3604.83,0,NACH Auto-Debit,Paid,Regular EMI
395,200,2023-11-22,36744.2,12027.21,24716.99,0,Cheque,Paid,Regular EMI
396,235,2024-12-07,223217.88,98787.96,123429.92,1000,NACH Auto-Debit,Paid,Late payment fee applied
397,342,2024-09-12,204385.68,84744.14,118641.54,1000,Net Banking,Paid,Late payment fee applied
398,137,2023-09-25,163877.0,58967.64,104909.36,0,NACH Auto-Debit,Paid,Regular EMI
399,244,2024-10-25,14579.17,6289.18,8289.99,0,NACH Auto-Debit,Bounced,Regular EMI
400,22,2023-12-26,456025.07,197490.98,258534.09,0,Net Banking,Paid,Regular EMI
401,132,2025-03-16,51925.52,21955.99,29969.53,0,UPI,Paid,Regular EMI
402,50,2024-10-03,2785.61,1015.39,1270.22,500,Cash,Paid,Late payment fee applied
403,297,2022-07-02,97752.48,34469.26,63283.22,0,Cash,Paid,Regular EMI
404,111,2023-04-26,41581.34,14344.91,26736.43,500,NACH Auto-Debit,Paid,Late payment fee applied
405,344,2024-11-28,20037.74,11647.09,7890.65,500,NEFT,Paid,Late payment fee applied
406,222,2025-02-08,3981.48,2233.82,1747.66,0,Cheque,Paid,Regular EMI
407,199,2025-03-15,323768.24,141768.14,182000.1,0,NEFT,Bounced,Regular EMI
408,288,2024-08-31,68212.57,39415.22,26797.35,2000,UPI,Paid,Late payment fee applied
409,55,2025-03-08,69092.49,41335.54,27756.95,0,Cash,Paid,Regular EMI
410,233,2023-09-09,34436.78,10694.59,23742.19,0,NACH Auto-Debit,Paid,Regular EMI
411,56,2023-07-07,204066.56,73091.34,130975.22,0,Cheque,Late,Regular EMI
412,309,2020-08-31,206623.25,64637.5,141485.75,500,NACH Auto-Debit,Paid,Late payment fee applied
413,283,2024-04-11,201230.2,84990.23,116239.97,0,Cheque,Paid,Regular EMI
414,79,2024-06-21,5392.34,2122.12,3270.22,0,UPI,Paid,Regular EMI
415,147,2023-09-15,8730.82,3356.77,5374.05,0,Cheque,Paid,Regular EMI
416,322,2023-01-24,24967.93,9352.9,15615.03,0,Net Banking,Paid,Regular EMI
417,317,2024-10-13,4117.49,1607.11,2010.38,500,Cash,Paid,Late payment fee applied
418,130,2021-12-14,52203.81,20785.67,31418.14,0,NACH Auto-Debit,Paid,Regular EMI
419,339,2024-12-29,182439.28,58934.8,122504.48,1000,Cash,Paid,Late payment fee applied
420,325,2021-10-24,3046.61,898.19,1148.42,1000,Cash,Paid,Late payment fee applied
421,205,2023-10-28,111054.5,49938.84,60115.66,1000,Cheque,Late,Late payment fee applied
422,114,2024-07-22,1470.08,491.3,478.78,500,Cash,Paid,Late payment fee applied
423,17,2025-03-28,8906.37,4899.69,3506.68,500,Cash,Paid,Late payment fee applied
424,227,2024-11-06,12427.53,5028.95,7398.58,0,Net Banking,Late,Regular EMI
425,350,2024-07-12,11439.99,4778.51,5661.48,1000,Cash,Paid,Late payment fee applied
426,13,2024-10-28,436539.27,137697.3,298841.97,0,Cash,Paid,Regular EMI
427,158,2023-12-05,90877.95,44798.14,45079.81,1000,NACH Auto-Debit,Late,Late payment fee applied
428,3,2023-08-12,61504.23,21152.89,40351.34,0,Net Banking,Paid,Regular EMI
429,180,2025-03-04,7402.48,3807.34,3095.14,500,Cash,Paid,Late payment fee applied
430,290,2021-04-18,4272.34,2173.34,2099.0,0,Cheque,Paid,Regular EMI
431,98,2024-10-14,50384.6,29844.26,20540.34,0,NEFT,Bounced,Regular EMI
432,298,2024-05-07,2833.45,1225.66,1607.79,0,NEFT,Paid,Regular EMI
433,253,2020-06-22,11227.73,4499.05,6228.68,500,Cash,Bounced,Late payment fee applied
434,45,2024-11-05,13336.23,6920.38,6415.85,0,NACH Auto-Debit,Late,Regular EMI
435,52,2025-02-17,13120.18,7684.4,5435.78,0,UPI,Paid,Regular EMI
436,243,2024-05-08,4193.33,2248.21,1945.12,0,Net Banking,Paid,Regular EMI
437,78,2024-05-14,83568.98,29219.39,52349.59,2000,Net Banking,Paid,Late payment fee applied
438,222,2024-08-30,3981.48,2014.74,1966.74,0,Cash,Paid,Regular EMI
439,266,2023-05-02,150382.49,50497.91,99884.58,0,NACH Auto-Debit,Paid,Regular EMI
440,80,2024-07-16,127076.07,44571.11,82504.96,0,NACH Auto-Debit,Paid,Regular EMI
441,272,2024-10-19,23652.7,11842.31,11810.39,0,Net Banking,Paid,Regular EMI
442,304,2025-02-23,19132.47,5798.72,11333.75,2000,UPI,Paid,Late payment fee applied
443,9,2025-03-12,11169.42,5222.66,4946.76,1000,UPI,Paid,Late payment fee applied
444,243,2025-02-01,4193.33,1490.97,2702.36,0,Cheque,Paid,Regular EMI
445,79,2023-09-01,6392.34,1863.99,3528.35,1000,Cheque,Bounced,Late payment fee applied
446,126,2022-01-25,29294.42,15299.7,11994.72,2000,NEFT,Paid,Late payment fee applied
447,215,2022-07-09,8725.14,3150.65,5574.49,0,Cash,Paid,Regular EMI
448,14,2020-11-18,32535.58,11568.63,20966.95,0,NACH Auto-Debit,Paid,Regular EMI
449,228,2023-10-07,462607.41,225400.51,237206.9,0,NACH Auto-Debit,Paid,Regular EMI
450,254,2025-03-06,10919.0,4079.14,6839.86,0,Net Banking,Paid,Regular EMI
451,131,2025-03-28,162894.08,59500.05,103394.03,0,UPI,Paid,Regular EMI
452,191,2025-03-18,43271.5,15844.35,25427.15,2000,NACH Auto-Debit,Paid,Late payment fee applied
453,188,2021-11-23,6903.95,2384.59,4019.36,500,Cheque,Paid,Late payment fee applied
454,87,2024-11-16,31324.82,9289.0,21035.82,1000,NACH Auto-Debit,Paid,Late payment fee applied
455,127,2021-05-20,121769.17,41389.11,80380.06,0,NEFT,Paid,Regular EMI
456,9,2025-03-05,10169.42,3100.1,7069.32,0,UPI,Paid,Regular EMI
457,218,2023-08-28,37033.61,14349.79,22683.82,0,NEFT,Paid,Regular EMI
458,46,2022-04-25,68877.13,34630.31,34246.82,0,UPI,Paid,Regular EMI
459,311,2023-03-23,14674.01,8097.12,6576.89,0,NEFT,Paid,Regular EMI
460,235,2024-10-15,222217.88,69274.44,152943.44,0,Cash,Paid,Regular EMI
461,39,2024-09-28,30794.89,12087.03,18707.86,0,UPI,Paid,Regular EMI
462,186,2024-03-06,10165.3,5699.06,4466.24,0,NEFT,Paid,Regular EMI
463,28,2025-03-26,13724.42,3718.65,8005.77,2000,Cash,Late,Late payment fee applied
464,330,2022-07-01,4766.2,2362.85,2403.35,0,Cash,Paid,Regular EMI
465,22,2023-06-29,456025.07,222709.1,233315.97,0,Cheque,Paid,Regular EMI
466,35,2023-01-17,78414.09,25496.62,50917.47,2000,Cheque,Paid,Late payment fee applied
467,79,2024-02-07,5392.34,2402.3,2990.04,0,NACH Auto-Debit,Paid,Regular EMI
468,242,2025-01-01,196874.8,87468.8,107406.0,2000,UPI,Paid,Late payment fee applied
469,112,2024-09-16,24899.23,9739.15,13160.08,2000,Cheque,Paid,Late payment fee applied
470,117,2024-08-26,30515.15,15075.38,15439.77,0,NACH Auto-Debit,Paid,Regular EMI
471,284,2024-10-05,4717.79,2377.15,2340.64,0,Cash,Paid,Regular EMI
472,281,2021-10-17,5759.55,3255.02,2504.53,0,Cash,Paid,Regular EMI
473,330,2024-03-14,4766.2,1779.3,2986.9,0,NEFT,Paid,Regular EMI
474,15,2024-07-21,30004.1,12698.72,17305.38,0,Net Banking,Bounced,Regular EMI
475,201,2025-03-16,35234.97,18761.65,15473.32,1000,Cheque,Paid,Late payment fee applied
476,198,2024-04-20,109188.75,53107.75,56081.0,0,NEFT,Paid,Regular EMI
477,21,2024-12-25,10504.13,4403.1,6101.03,0,UPI,Paid,Regular EMI
478,348,2023-09-17,160210.67,93204.8,67005.87,0,UPI,Paid,Regular EMI
479,61,2024-08-29,35142.29,20459.25,14683.04,0,NEFT,Late,Regular EMI
480,346,2023-08-03,61672.7,17960.34,41712.36,2000,UPI,Paid,Late payment fee applied
481,233,2023-11-19,35436.78,14976.7,19460.08,1000,UPI,Late,Late payment fee applied
482,72,2023-01-09,20759.69,8477.89,12281.8,0,NEFT,Late,Regular EMI
483,186,2024-11-02,10665.3,3851.03,6314.27,500,NEFT,Paid,Late payment fee applied
484,90,2021-05-09,446407.32,211480.05,234927.27,0,Cheque,Paid,Regular EMI
485,157,2024-06-17,195552.87,96802.67,98750.2,0,Cash,Paid,Regular EMI
486,177,2023-08-06,5778.03,2142.76,1635.27,2000,Cheque,Paid,Late payment fee applied
487,182,2024-07-08,22802.14,10769.47,12032.67,0,UPI,Paid,Regular EMI
488,211,2023-04-22,27963.59,16042.56,11921.03,0,NACH Auto-Debit,Paid,Regular EMI
489,115,2023-10-28,403190.32,198726.51,204463.81,0,Cash,Paid,Regular EMI
490,269,2024-03-06,247969.25,136001.4,111967.85,0,Cheque,Paid,Regular EMI
491,70,2024-04-04,557511.05,294957.92,262053.13,500,Cash,Paid,Late payment fee applied
492,78,2025-02-26,81568.98,46723.43,34845.55,0,Cash,Paid,Regular EMI
493,92,2021-10-13,11590.09,3815.71,7774.38,0,NEFT,Bounced,Regular EMI
494,21,2024-12-14,10504.13,4252.16,6251.97,0,Net Banking,Paid,Regular EMI
495,319,2024-09-21,27145.22,13773.07,13372.15,0,NEFT,Paid,Regular EMI
496,231,2023-09-02,149822.48,76185.18,73637.3,0,Cash,Paid,Regular EMI
497,98,2025-03-26,50384.6,19890.89,30493.71,0,NEFT,Paid,Regular EMI
498,1,2025-03-12,4124.12,1010.46,1113.66,2000,Cash,Late,Late payment fee applied
499,184,2024-08-31,11816.57,3364.97,7451.6,1000,NACH Auto-Debit,Paid,Late payment fee applied
500,140,2024-07-25,98864.62,48953.77,49910.85,0,Cash,Paid,Regular EMI
501,296,2024-11-03,16664.67,8611.38,8053.29,0,Net Banking,Paid,Regular EMI
502,218,2024-04-10,39033.61,21522.62,15510.99,2000,Net Banking,Paid,Late payment fee applied
503,92,2021-11-27,11590.09,6526.79,5063.3,0,Cash,Late,Regular EMI
504,160,2024-09-10,2597.81,945.64,652.17,1000,Cheque,Paid,Late payment fee applied
505,315,2023-01-13,32125.65,12351.94,19273.71,500,Cheque,Late,Late payment fee applied
506,37,2025-02-26,1849.81,1088.51,761.3,0,NACH Auto-Debit,Paid,Regular EMI
507,163,2025-02-06,28133.54,16435.96,11697.58,0,NACH Auto-Debit,Paid,Regular EMI
508,204,2023-09-07,4637.21,1928.37,2708.84,0,NACH Auto-Debit,Paid,Regular EMI
509,300,2025-01-05,377182.75,121538.28,255644.47,0,NEFT,Paid,Regular EMI
510,292,2024-12-11,91359.6,45565.12,43794.48,2000,UPI,Paid,Late payment fee applied
511,325,2021-05-22,3046.61,1175.53,871.08,1000,NACH Auto-Debit,Paid,Late payment fee applied
512,31,2025-01-18,71238.44,31324.58,38913.86,1000,Cheque,Paid,Late payment fee applied
513,285,2023-07-19,117278.71,37674.51,79604.2,0,NACH Auto-Debit,Bounced,Regular EMI
514,236,2021-11-23,11624.59,3603.59,8021.0,0,NEFT,Paid,Regular EMI
515,160,2024-09-05,1597.81,645.7,952.11,0,Net Banking,Paid,Regular EMI
516,268,2022-06-23,9967.45,4850.35,5117.1,0,Cash,Late,Regular EMI
517,302,2024-06-13,41269.31,13411.45,26857.86,1000,Cheque,Late,Late payment fee applied
518,158,2025-03-18,89877.95,39789.83,50088.12,0,Net Banking,Paid,Regular EMI
519,89,2024-06-01,10199.13,5226.76,4472.37,500,NEFT,Paid,Late payment fee applied
520,306,2024-10-22,2344.13,1140.54,1203.59,0,Cheque,Paid,Regular EMI
521,198,2024-11-13,109188.75,51709.68,57479.07,0,UPI,Paid,Regular EMI
522,306,2024-09-06,2344.13,1251.31,1092.82,0,NACH Auto-Debit,Paid,Regular EMI
523,279,2025-02-19,189493.75,63203.01,126290.74,0,Cheque,Paid,Regular EMI
524,192,2025-02-07,31035.1,14542.09,16493.01,0,NEFT,Paid,Regular EMI
525,103,2024-06-15,77536.67,37314.2,38222.47,2000,NACH Auto-Debit,Paid,Late payment fee applied
526,262,2023-10-12,232313.5,91880.02,138433.48,2000,NEFT,Paid,Late payment fee applied
527,40,2021-06-02,147749.37,48445.82,99303.55,0,Cheque,Paid,Regular EMI
528,277,2025-01-17,18064.69,7707.87,10356.82,0,NEFT,Paid,Regular EMI
529,242,2023-10-21,194874.8,83795.18,111079.62,0,Cash,Paid,Regular EMI
530,154,2023-07-26,14555.45,6397.53,8157.92,0,Net Banking,Paid,Regular EMI
531,175,2022-10-18,22617.9,8180.02,12437.88,2000,Cash,Paid,Late payment fee applied
532,326,2025-01-31,23887.81,9406.15,14481.66,0,Cash,Paid,Regular EMI
533,330,2023-07-08,4766.2,2394.28,2371.92,0,Net Banking,Paid,Regular EMI
534,343,2024-10-20,61193.94,32805.64,27388.3,1000,NACH Auto-Debit,Bounced,Late payment fee applied
535,175,2022-05-01,21117.9,9232.46,11385.44,500,NEFT,Bounced,Late payment fee applied
536,320,2025-02-08,20191.6,9204.93,8986.67,2000,NACH Auto-Debit,Paid,Late payment fee applied
537,319,2023-05-02,27145.22,15692.97,11452.25,0,UPI,Paid,Regular EMI
538,343,2023-10-31,60193.94,19476.55,40717.39,0,Cheque,Late,Regular EMI
539,252,2024-06-07,18686.45,6078.12,12608.33,0,Net Banking,Paid,Regular EMI
540,212,2023-02-15,30121.17,16195.18,13425.99,500,Net Banking,Paid,Late payment fee applied
541,203,2023-02-16,818.28,485.94,332.34,0,Net Banking,Paid,Regular EMI
542,256,2024-09-12,27052.27,11927.33,13124.94,2000,NEFT,Paid,Late payment fee applied
543,32,2022-10-11,56401.55,30211.62,26189.93,0,Cheque,Paid,Regular EMI
544,155,2023-07-19,14705.51,8007.87,6697.64,0,Cheque,Paid,Regular EMI
545,51,2025-01-23,19820.57,8650.18,9170.39,2000,UPI,Bounced,Late payment fee applied
546,318,2024-08-03,152921.7,56061.94,96859.76,0,Net Banking,Paid,Regular EMI
547,95,2024-08-23,20628.35,10578.63,10049.72,0,NACH Auto-Debit,Paid,Regular EMI
548,199,2023-11-23,325768.24,173479.01,150289.23,2000,NEFT,Paid,Late payment fee applied
549,231,2025-03-04,151822.48,78915.98,70906.5,2000,NEFT,Bounced,Late payment fee applied
550,3,2024-12-04,62504.23,21044.16,40460.07,1000,NACH Auto-Debit,Paid,Late payment fee applied
551,192,2025-01-26,31035.1,15339.04,15696.06,0,UPI,Late,Regular EMI
552,26,2024-12-02,309566.12,130773.92,178792.2,0,NEFT,Paid,Regular EMI
553,91,2023-03-24,11013.47,5784.54,4228.93,1000,NACH Auto-Debit,Paid,Late payment fee applied
554,315,2023-07-14,33625.65,16638.55,14987.1,2000,UPI,Late,Late payment fee applied
555,168,2021-04-22,10333.58,4464.07,5869.51,0,Cash,Paid,Regular EMI
556,40,2022-09-07,147749.37,82619.47,65129.9,0,UPI,Late,Regular EMI
557,122,2021-07-12,31575.14,17427.59,14147.55,0,Cheque,Paid,Regular EMI
558,270,2024-05-12,648810.88,215992.19,430818.69,2000,UPI,Paid,Late payment fee applied
559,96,2024-05-14,68911.7,30625.96,38285.74,0,Cash,Paid,Regular EMI
560,310,2025-02-27,56664.36,19719.94,36944.42,0,Cash,Paid,Regular EMI
561,45,2023-09-25,14336.23,4100.95,9235.28,1000,NACH Auto-Debit,Paid,Late payment fee applied
562,185,2024-09-07,95668.19,28780.2,66387.99,500,Cheque,Paid,Late payment fee applied
563,167,2024-06-24,23778.43,7472.08,16306.35,0,Cash,Paid,Regular EMI
564,258,2024-12-19,895.75,320.04,575.71,0,NEFT,Paid,Regular EMI
565,348,2022-06-26,160210.67,56717.05,103493.62,0,Cash,Paid,Regular EMI
566,284,2024-11-05,4717.79,2227.67,2490.12,0,Cash,Paid,Regular EMI
567,35,2024-06-04,76414.09,43755.55,32658.54,0,NACH Auto-Debit,Paid,Regular EMI
568,304,2023-01-03,17132.47,5874.86,11257.61,0,NACH Auto-Debit,Paid,Regular EMI
569,120,2021-03-27,14446.83,4693.18,7753.65,2000,NEFT,Paid,Late payment fee applied
570,343,2023-01-07,62193.94,21869.3,38324.64,2000,Net Banking,Paid,Late payment fee applied
571,200,2024-12-08,36744.2,17096.23,19647.97,0,Cash,Paid,Regular EMI
572,17,2025-03-21,10406.37,3893.95,4512.42,2000,Cash,Paid,Late payment fee applied
573,52,2024-12-26,13120.18,5917.79,7202.39,0,NEFT,Paid,Regular EMI
574,57,2025-03-29,15590.87,7972.59,7618.28,0,NEFT,Paid,Regular EMI
575,277,2025-02-17,18064.69,9272.8,8791.89,0,NEFT,Paid,Regular EMI
576,289,2024-04-13,34246.85,19095.1,15151.75,0,UPI,Late,Regular EMI
577,211,2024-03-31,27963.59,10454.7,17508.89,0,Net Banking,Late,Regular EMI
578,102,2023-03-27,162918.64,49003.5,112915.14,1000,NEFT,Late,Late payment fee applied
579,324,2024-11-26,126537.27,56009.69,68527.58,2000,Cash,Paid,Late payment fee applied
580,175,2021-10-26,21117.9,9766.86,10851.04,500,Cheque,Late,Late payment fee applied
581,244,2024-06-12,14579.17,7156.99,7422.18,0,NACH Auto-Debit,Paid,Regular EMI
582,29,2023-01-26,4698.97,2635.73,2063.24,0,Net Banking,Paid,Regular EMI
583,80,2022-01-17,127576.07,41469.61,85606.46,500,Cheque,Paid,Late payment fee applied
584,39,2022-08-23,30794.89,9910.41,20884.48,0,NEFT,Paid,Regular EMI
585,103,2025-02-02,76536.67,45270.07,30266.6,1000,Net Banking,Paid,Late payment fee applied
586,57,2024-12-14,15590.87,7436.52,8154.35,0,NEFT,Paid,Regular EMI
587,320,2024-11-19,18191.6,9903.02,8288.58,0,NEFT,Paid,Regular EMI
588,179,2024-02-20,149003.19,49167.35,99335.84,500,Cash,Paid,Late payment fee applied
589,30,2021-09-20,21545.77,6504.34,15041.43,0,NEFT,Paid,Regular EMI
590,95,2024-02-28,20628.35,10317.41,10310.94,0,Cheque,Paid,Regular EMI
591,38,2023-12-31,106764.25,41973.58,64790.67,0,NACH Auto-Debit,Paid,Regular EMI
592,305,2023-12-25,57252.36,29680.81,27071.55,500,Cash,Paid,Late payment fee applied
593,264,2023-08-05,9027.31,2740.74,6286.57,0,Cheque,Paid,Regular EMI
594,83,2024-02-16,96769.91,54610.9,42159.01,0,NEFT,Paid,Regular EMI
595,189,2023-04-12,49657.74,19269.86,29887.88,500,Net Banking,Paid,Late payment fee applied
596,141,2024-07-10,150583.05,58193.43,92389.62,0,Net Banking,Paid,Regular EMI
597,241,2020-03-08,11276.27,4315.3,5960.97,1000,UPI,Paid,Late payment fee applied
598,146,2024-05-26,57297.02,31189.45,25607.57,500,NACH Auto-Debit,Paid,Late payment fee applied
599,250,2025-03-17,32567.43,11193.04,20374.39,1000,Net Banking,Paid,Late payment fee applied
600,322,2023-03-05,24967.93,9189.46,15778.47,0,Cheque,Paid,Regular EMI
601,268,2022-04-17,9967.45,4603.08,5364.37,0,NEFT,Paid,Regular EMI
602,245,2022-01-11,18712.61,6401.53,12311.08,0,NEFT,Paid,Regular EMI
603,247,2024-08-02,6805.63,3006.21,2799.42,1000,NEFT,Paid,Late payment fee applied
604,142,2024-01-23,108093.18,32599.83,75493.35,0,Cash,Paid,Regular EMI
605,168,2023-08-25,11333.58,5577.81,4755.77,1000,Cash,Late,Late payment fee applied
606,333,2023-07-03,70783.7,24935.08,44848.62,1000,NACH Auto-Debit,Paid,Late payment fee applied
607,83,2022-12-15,96769.91,55236.87,41533.04,0,UPI,Paid,Regular EMI
608,265,2025-01-08,57554.28,23459.13,34095.15,0,NEFT,Late,Regular EMI
609,193,2022-08-11,3788.95,1334.62,2454.33,0,NACH Auto-Debit,Paid,Regular EMI
610,295,2021-03-01,18787.89,6693.21,12094.68,0,UPI,Paid,Regular EMI
611,134,2024-06-25,4318.98,1429.47,2889.51,0,UPI,Paid,Regular EMI
